sku,subcat,thread_size,length,threading,specifications_met,thread_type,head_diameter,head_height,material,tensile_strength,hardness,mcmaster_pn,title,part_no,system_of_measurement,head_type,thread_diameter,thread_spacing,thread_direction,thread_fit,drive_style,drive_size,reach,rohs,rounded_head_profile,rounded_head_style,thread_pitch,finish
0161FA00028,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,8-32,"1""",Fully Threaded,-,UNC,"0.322""","0.115""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A327,"96710A327 8-32 x 1"" Stainless Steel Pan Head Torx Plus Screws",0161FA00028,Inch,Rounded,"0.164""",Coarse,Right Hand,Class 2A,Torx Plus,"IP20, T20",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00036,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-24,"3/8""",Fully Threaded,-,UNC,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A461,"96710A461 10-24 x 3/8"" Stainless Steel Pan Head Torx Plus Screws",0161FA00036,Inch,Rounded,"0.19""",Coarse,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00037,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-24,"1/2""",Fully Threaded,-,UNC,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A465,"96710A465 10-24 x 1/2"" Stainless Steel Pan Head Torx Plus Screws",0161FA00037,Inch,Rounded,"0.19""",Coarse,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00038,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-24,"3/4""",Fully Threaded,-,UNC,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A471,"96710A471 10-24 x 3/4"" Stainless Steel Pan Head Torx Plus Screws",0161FA00038,Inch,Rounded,"0.19""",Coarse,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00039,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-24,"1""",Fully Threaded,-,UNC,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A475,"96710A475 10-24 x 1"" Stainless Steel Pan Head Torx Plus Screws",0161FA00039,Inch,Rounded,"0.19""",Coarse,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00040,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"1/4""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A572,"96710A572 10-32 x 1/4"" Stainless Steel Pan Head Torx Plus Screws",0161FA00040,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00041,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"3/8""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A576,"96710A576 10-32 x 3/8"" Stainless Steel Pan Head Torx Plus Screws",0161FA00041,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00042,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"1/2""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A578,"96710A578 10-32 x 1/2"" Stainless Steel Pan Head Torx Plus Screws",0161FA00042,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00043,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"5/8""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A580,"96710A580 10-32 x 5/8"" Stainless Steel Pan Head Torx Plus Screws",0161FA00043,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00044,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"3/4""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A584,"96710A584 10-32 x 3/4"" Stainless Steel Pan Head Torx Plus Screws",0161FA00044,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00045,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,10-32,"1""",Fully Threaded,-,UNF,"0.373""","0.133""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A586,"96710A586 10-32 x 1"" Stainless Steel Pan Head Torx Plus Screws",0161FA00045,Inch,Rounded,"0.19""",Fine,Right Hand,Class 2A,Torx Plus,"IP25, T25",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00046,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,"1/4""-20","1/2""",Fully Threaded,-,UNC,"0.492""","0.175""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A733,"96710A733 1/4""-20 x 1/2"" Stainless Steel Pan Head Torx Plus Screws",0161FA00046,Inch,Rounded,"0.25""",Coarse,Right Hand,Class 2A,Torx Plus,"IP30, T30",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00047,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,"1/4""-20","3/4""",Fully Threaded,-,UNC,"0.492""","0.175""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A737,"96710A737 1/4""-20 x 3/4"" Stainless Steel Pan Head Torx Plus Screws",0161FA00047,Inch,Rounded,"0.25""",Coarse,Right Hand,Class 2A,Torx Plus,"IP30, T30",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00048,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,"1/4""-20","1""",Fully Threaded,-,UNC,"0.492""","0.175""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A742,"96710A742 1/4""-20 x 1"" Stainless Steel Pan Head Torx Plus Screws",0161FA00048,Inch,Rounded,"0.25""",Coarse,Right Hand,Class 2A,Torx Plus,"IP30, T30",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00049,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,"1/4""-20","1 1/2""",Fully Threaded,-,UNC,"0.492""","0.175""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A745,"96710A745 1/4""-20 x 1 1/2"" Stainless Steel Pan Head Torx Plus Screws",0161FA00049,Inch,Rounded,"0.25""",Coarse,Right Hand,Class 2A,Torx Plus,"IP30, T30",Compliant,Compliant,Standard,Pan,,Passivated
0161FA00050,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-plus-screws/,"1/4""-20","2""",Fully Threaded,-,UNC,"0.492""","0.175""",18-8 Stainless Steel,70000 psi,Rockwell B55,96710A748,"96710A748 1/4""-20 x 2"" Stainless Steel Pan Head Torx Plus Screws",0161FA00050,Inch,Rounded,"0.25""",Coarse,Right Hand,Class 2A,Torx Plus,"IP30, T30",Compliant,Compliant,Standard,Pan,,Passivated
0160FA00021,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,4 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A135,90362A135 M2 x 4 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00021,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00022,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,5 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A136,90362A136 M2 x 5 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00022,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00023,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,6 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A137,90362A137 M2 x 6 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00023,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00024,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,8 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A138,90362A138 M2 x 8 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00024,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00025,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,10 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A139,90362A139 M2 x 10 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00025,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00026,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2,12 mm,Fully Threaded,ISO 7045,Metric,4 mm,1.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A141,90362A141 M2 x 12 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00026,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T6,Compliant,Compliant,Standard,Pan,0.4 mm,
0160FA00027,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,3 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A142,90362A142 M2.5 x 3 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00027,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00028,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,4 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A143,90362A143 M2.5 x 4 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00028,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00029,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,5 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A144,90362A144 M2.5 x 5 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00029,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00030,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,6 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A145,90362A145 M2.5 x 6 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00030,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00031,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,8 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A146,90362A146 M2.5 x 8 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00031,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00032,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,10 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A147,90362A147 M2.5 x 10 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00032,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00033,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,12 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A148,90362A148 M2.5 x 12 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00033,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00034,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M2.5,16 mm,Fully Threaded,ISO 7045,Metric,5 mm,2.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A149,90362A149 M2.5 x 16 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00034,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T8,Compliant,Compliant,Standard,Pan,0.45 mm,
0160FA00035,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,3 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A151,90362A151 M3 x 3 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00035,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00001,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,4 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A111,90362A111 M3 x 4 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00001,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00002,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,5 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A112,90362A112 M3 x 5 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00002,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00003,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,6 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A113,90362A113 M3 x 6 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00003,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00004,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,8 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A114,90362A114 M3 x 8 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00004,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00005,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,10 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A115,90362A115 M3 x 10 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00005,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00006,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,12 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A116,90362A116 M3 x 12 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00006,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00037,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,14 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A153,90362A153 M3 x 14 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00037,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00036,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,16 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A152,90362A152 M3 x 16 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00036,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00038,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,18 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A154,90362A154 M3 x 18 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00038,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00039,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,20 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A155,90362A155 M3 x 20 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00039,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00040,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,25 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A156,90362A156 M3 x 25 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00040,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00041,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3,30 mm,Fully Threaded,ISO 7045,Metric,5.6 mm,2.4 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A157,90362A157 M3 x 30 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00041,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T10,Compliant,Compliant,Standard,Pan,0.5 mm,
0160FA00042,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,6 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A158,90362A158 M3.5 x 6 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00042,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00043,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,8 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A159,90362A159 M3.5 x 8 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00043,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00044,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,10 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A161,90362A161 M3.5 x 10 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00044,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00045,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,12 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A162,90362A162 M3.5 x 12 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00045,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00046,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,16 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A163,90362A163 M3.5 x 16 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00046,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00047,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,20 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A164,90362A164 M3.5 x 20 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00047,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00048,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,25 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A165,90362A165 M3.5 x 25 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00048,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00049,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M3.5,30 mm,Fully Threaded,ISO 7045,Metric,7 mm,2.6 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A166,90362A166 M3.5 x 30 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00049,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T15,Compliant,Compliant,Standard,Pan,0.6 mm,
0160FA00007,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,6 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A117,90362A117 M4 x 6 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00007,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00008,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,8 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A118,90362A118 M4 x 8 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00008,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00009,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,10 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A119,90362A119 M4 x 10 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00009,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00010,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,12 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A121,90362A121 M4 x 12 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00010,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00011,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,16 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A122,90362A122 M4 x 16 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00011,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00050,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,20 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A167,90362A167 M4 x 20 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00050,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00051,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,25 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A168,90362A168 M4 x 25 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00051,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00052,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,30 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A169,90362A169 M4 x 30 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00052,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00053,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,35 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A171,90362A171 M4 x 35 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00053,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00054,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,40 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A172,90362A172 M4 x 40 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00054,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
0160FA00055,/products/screws/rounded-head-screws/stainless-steel-pan-head-torx-screws/,M4,45 mm,Fully Threaded,ISO 7045,Metric,8 mm,3.1 mm,18-8 Stainless Steel,70000 psi,Not Rated,90362A173,90362A173 M4 x 45 mm ISO 7045 Stainless Steel Pan Head Torx Screws,0160FA00055,Metric,Rounded,,Coarse,Right Hand,Class 6g,Torx,T20,Compliant,Compliant,Standard,Pan,0.7 mm,
